Account Id,Review Link,Tea Name,Aroma Rating,Flavor Rating,Value Rating,Total Rating,Brand,Style,Region,Caffeine,Loose Type,Product page
1,https://ratetea.com//review/2207/,Organic White Peony (Bai MuDan) Tea,9,5,5,93,TeaVivre,White Peony Tea,"Fuding, Fujian, China",Caffeinated,Loose,https://www.teavivre.com/organic-white-peony-tea.html
1,https://ratetea.com//review/2149/,Mao Jian Green Tea,9,5,5,93,Arbor Teas,Mao Jian Green Tea,China,Caffeinated,Loose,http://www.arborteas.com/mao-jian-green-tea.html
1,https://ratetea.com//review/2046/,Tung Ting,9,5,5,93,Teas Etc,Jade Oolong,Taiwan / Formosa,Caffeinated,Loose,/tea/teas-etc/tung-ting/6445/
1,https://ratetea.com//review/1519/,Putharjhora Estate FTGFOP1 Tippy/Cl First Flush Organic,10,4,5,93,Upton Tea Imports,Black Tea,India,Caffeinated,Loose,/tea/upton/putharjhora-ftgfop1-tippycl-first-flush-organic/5245/
1,https://ratetea.com//review/955/,Dong Ding Oolong,8,5,5,93,Tradition,Jade Oolong,Taiwan / Formosa,Caffeinated,Loose,/tea/tradition/dong-ding-oolong/4660/
1,https://ratetea.com//review/508/,Osmanthus Oolong Se Chung,9,5,5,93,Upton Tea Imports,Osmanthus Tea,China,Caffeinated,Loose,/tea/upton/osmanthus-oolong-se-chung/1563/
1,https://ratetea.com//review/117/,South African Green Rooibos (Red Bush) Superior,9,5,5,93,Upton Tea Imports,Green Rooibos,South Africa,Caffeine Free,Loose,http://www.uptontea.com/rooibos-tea/south-african-green-rooibos-red-bush-superior-organic/p/V00003/
1,https://ratetea.com//review/85/,Formosa Amber Oolong Select,9,5,5,93,Upton Tea Imports,Amber Oolong,Taiwan / Formosa,Caffeinated,Loose,http://www.uptontea.com/formosa-oolong-tea/formosa-amber-oolong-select/p/V00256/
1,https://ratetea.com//review/23/,Rose Green Tea Organic,9,5,5,93,Upton Tea Imports,Rose Green Tea,China,Caffeinated,Loose,/tea/upton/rose-green-tea-organic/46/
1,https://ratetea.com//review/4/,Oolong Se Chung,9,5,5,93,Upton Tea Imports,Se Chung Oolong,China,Caffeinated,Loose,http://www.uptontea.com/chinese-oolong-tea/china-oolong-se-chung/p/V00364/
1,https://ratetea.com//review/6898/,Organic Wuyuan Black,9,5,5,92,Little Red Cup,Black Tea,"Wuyuan, Jiangxi, China",Caffeinated,Loose,https://littleredcuptea.com/products/organic-wuyuan-black-tea
1,https://ratetea.com//review/6527/,Premium Qimen Black Tea of Huangshan,8,5,5,92,Yunnan Sourcing,Keemun Mao Feng,"Huangshan, Anhui, China",Caffeinated,Loose,https://yunnansourcing.com/products/premium-qimen-black-tea-of-huangshan
1,https://ratetea.com//review/6171/,"Feng Qing ""Classic 58"" Dian Hong Premium Yunnan Black Tea",8,5,5,92,Yunnan Sourcing,Yunnan Gold,"Fengqing, Yunnan, China",Caffeinated,Loose,https://yunnansourcing.com/products/feng-qing-classic-58-dian-hong-premium-yunnan-black-tea
1,https://ratetea.com//review/5772/,Da Hu Sai Village Wild Arbor Black Tea of Yunnan Spring 2018,9,4,5,92,Yunnan Sourcing,Yunnan Gold,"Shuangjiang, Yunnan, China",Caffeinated,Loose,https://yunnansourcing.com/products/da-hu-sai-village-wild-arbor-black-tea-of-yunnan-spring-2018
1,https://ratetea.com//review/5535/,Doomni Estate TGBOP,9,5,5,92,Upton Tea Imports,Assam,"Baksa, Assam, India",Caffeinated,Loose,http://www.uptontea.com/assam-tea/doomni-estate-tgbop/p/V00571/
1,https://ratetea.com//review/5371/,Wekhaj Assam Summer Organic Artisanal Black,9,5,5,92,TEAORB,Assam,"Dibrugarh, Assam, India",Caffeinated,Loose,https://teaorb.com/product/QVNTVTE2T0FCMjg=/wekhaj-assam-summer-organic-artisanal-black-single-estate
1,https://ratetea.com//review/4910/,Rainforest Indulgence,9,5,4,92,teakruthi,Ceylon Black Tea,"Matara, Sri Lanka",Caffeinated,Loose,http://teakruthi.com/collections/black-tea/products/rainforest-indulgence
1,https://ratetea.com//review/3735/,Fengqing Ancient Tree Raw Pu-erh Cake 2014,9,5,4,92,TeaVivre,Raw (Sheng) Pu-erh,"Yunnan, China",Caffeinated,Loose,https://www.teavivre.com/fengqing-ancient-raw-puerh-cake.html
1,https://ratetea.com//review/3409/,Top Leaf™ Green Tea,8,5,5,92,Mellow Monk,Sencha,"Kumamoto, Japan",Caffeinated,Loose,http://www.mellowmonk.com/buyGreenTea.htm
1,https://ratetea.com//review/2931/,Ruby Black Tea (Broken Leaf),9,5,4,92,Health & Tea,Black Tea,Taiwan / Formosa,Caffeinated,Loose,/tea/health-and-tea/ruby-black-tea/6811/
1,https://ratetea.com//review/2603/,Ha Dong Bohea Green Tea,10,5,4,92,Republic of Tea,Green Tea,"Hadong, South Korea",Caffeinated,Loose,/tea/republic/ha-dong-bohea-green-tea/6676/
1,https://ratetea.com//review/1837/,"Green Rooibos (Rooibos, Green Tea)",8,5,5,92,Mountain Rose Herbs,Green Rooibos,South Africa,Caffeine Free,Loose,https://www.mountainroseherbs.com/products/rooibos-tea-organic-and-fair-trade/profile
1,https://ratetea.com//review/7033/,Black Loose Leaf Vietnam's Mountain Tea,9,5,5,91,ViXi,Black Tea,Vietnam,Caffeinated,Loose,/tea/ViXi/black-loose-leaf/10262/
1,https://ratetea.com//review/6175/,"Classic Bai Lin Gong Fu ""Golden Monkey"" Black tea of Fuding",8,5,5,91,Yunnan Sourcing,Golden Monkey,"Fuding, Fujian, China",Caffeinated,Loose,https://yunnansourcing.us/products/classic-bai-lin-gong-fu-golden-monkey-black-tea-of-fuding
1,https://ratetea.com//review/6132/,"Ceylon, Lumbini Estate, FBOP",9,5,5,91,TeaSource,Ceylon Black Tea,"Matara, Sri Lanka",Caffeinated,Loose,https://www.teasource.com/products/lumbini-estate-fbop-black-tea
1,https://ratetea.com//review/5566/,Assam Nokhroy Estate Black Tea (STGSOP1),9,4,5,91,Simpson & Vail,Assam,"Tinsukia, Assam, India",Caffeinated,Loose,/tea/simpson-vail/assam-nokhroy-estate-black-tea-stgsop1/9377/
1,https://ratetea.com//review/5532/,Kingly Assam Summer Natural Traditional Black,8,5,5,91,TEAORB,Assam,"Darrang, Assam, India",Caffeinated,Loose,https://www.teaorb.com/product/QVNTVTE2TlRCMzM=/kingly-assam-summer-natural-traditional-black-single-estate
1,https://ratetea.com//review/5387/,Abhilex Assam Spring Organic Artisanal Black,9,4,4,91,TEAORB,Assam,"Sivasagar, Assam, India",Caffeinated,Loose,https://www.teaorb.com/product/QVNTUDE2T0FCMTI=/abhilex-assam-spring-organic-artisanal-black-single-estate
1,https://ratetea.com//review/4935/,Colonial Mornings,10,4,4,91,teakruthi,Ceylon Black Tea,"Matale,  Sri Lanka (Dimbula)",Caffeinated,Loose,https://teakruthi.com/products/colonial-mornings
1,https://ratetea.com//review/4676/,Keemun Mao Feng,9,5,5,91,Harney and Sons,Keemun Mao Feng,"Qimen, Anhui, China",Caffeinated,Loose,https://www.harney.com/products/keemun-mao-feng?variant=29491955206
