2.555554,5.090383,0.0,0.0
0.53759885,3.1559403,0.0,0.0
0.5004239,3.0985005,0.0,0.0
2.4909935,5.047107,0.0,0.0
2.5026522,5.1331205,0.0,0.0
2.4852695,5.0257115,0.0,0.0
0.0,1.9218987,0.0,0.0
0.023641467,1.9988596,0.0,0.0
2.5309258,5.095967,0.0,0.0
0.0,0.333856,0.7307564,0.0
0.45073292,3.0051625,0.0,0.0
1.0057675,3.9685025,0.0,0.0
2.5106084,5.2481894,0.0,0.0
0.4335144,2.9651194,0.0,0.0
2.4839432,5.2122917,0.0,0.0
0.506546,3.09579,0.0,0.0
2.4839432,5.2122917,0.0,0.0
0.0,1.3964097,0.25614983,0.0
0.3491498,2.6980915,0.0,0.0
0.26563665,2.4163585,0.0,0.0
0.0,1.2652991,0.3101189,0.0
2.537976,5.20546,0.0,0.0
2.555554,5.090383,0.0,0.0
0.49455628,3.047289,0.0,0.0
2.4839432,5.2122917,0.0,0.0
2.439876,5.024399,0.0,0.0
0.31099156,2.6964881,0.0,0.0
0.032242954,2.0155907,0.0,0.0
0.13335696,2.2336159,0.0,0.0
0.40853748,2.906507,0.0,0.0
0.3745434,2.803999,0.0,0.0
0.013200909,2.0162833,0.0,0.0
1.9181622,3.174383,0.0,0.0
0.0,0.41816157,0.6230885,0.0
0.492906,3.0950706,0.0,0.0
0.53427577,3.1537337,0.0,0.0
0.013200909,2.0162833,0.0,0.0
0.5351529,3.1793318,0.0,0.0
0.5277746,3.1576614,0.0,0.0
0.0,0.36442828,0.84572303,0.0
0.044258654,2.1794586,0.0,0.0
2.574191,5.2496104,0.0,0.0
0.53759885,3.1559403,0.0,0.0
2.5184522,5.305439,0.0,0.0
0.47681877,3.0360641,0.0,0.0
2.4839432,5.2122917,0.0,0.0
0.5326779,3.130513,0.0,0.0
0.52527547,3.0968451,0.0,0.0
2.4203773,5.2534504,0.0,0.0
2.4900527,5.1131997,0.0,0.0
1.9181622,3.174383,0.0,0.0
0.46623054,3.0424557,0.0,0.0
0.39031765,2.8268862,0.0,0.0
0.54085135,3.1523013,0.0,0.0
0.506546,3.09579,0.0,0.0
0.44162878,2.9690535,0.0,0.0
2.4772935,5.1176114,0.0,0.0
0.98903704,3.9492478,0.0,0.0
0.17442542,2.4008555,0.0,0.0
0.5011245,3.0755851,0.0,0.0
0.3373843,2.7207751,0.0,0.0
2.6088076,5.248626,0.0,0.0
2.5026522,5.1331205,0.0,0.0
0.14731556,2.3031921,0.0,0.0
0.03485924,2.0555818,0.0,0.0
0.47839156,3.0477483,0.0,0.0
0.47686216,3.0551991,0.0,0.0
0.49749085,3.0898433,0.0,0.0
0.39334044,2.8615162,0.0,0.0
2.3939586,5.031181,0.0,0.0
0.49360773,3.0513868,0.0,0.0
0.47467503,2.9952953,0.0,0.0
2.4297855,5.0217514,0.0,0.0
1.0347855,3.9654741,0.0,0.0
0.54559124,3.196362,0.0,0.0
0.41114482,2.9104524,0.0,0.0
0.022378176,2.0536597,0.0,0.0
0.34689018,2.784683,0.0,0.0
3.5970325,4.5160384,0.0,0.0
0.013200909,2.0162833,0.0,0.0
0.0,0.35350484,0.81790495,0.0
0.17135862,2.3801644,0.0,0.0
1.0326697,1.195624,0.0,0.48405465
2.5840874,5.118424,0.0,0.0
0.013200909,2.0162833,0.0,0.0
0.013200909,2.0162833,0.0,0.0
